,tconst,directors,,,,,,,,,,,,,
6015,tt0059168,nm0853404,nm0402161,,,,,,,,,,,,
6016,tt0059170,nm0000540,,,,,,,,,,,,,
6017,tt0059171,nm0146068,,,,,,,,,,,,,
6018,tt0059183,nm0000736,,,,,,,,,,,,,
6019,tt0059205,nm0393094,,,,,,,,,,,,,
6020,tt0059206,nm0402161,,,,,,,,,,,,,
6021,tt0059219,nm0505610,,,,,,,,,,,,,
6022,tt0059221,nm0706347,,,,,,,,,,,,,
6023,tt0059224,nm0755963,,,,,,,,,,,,,
6024,tt0059229,nm0000019,,,,,,,,,,,,,
6025,tt0059241,nm0257992,,,,,,,,,,,,,
6026,tt0059243,nm0001175,,,,,,,,,,,,,
6027,tt0059245,nm0828419,nm0000180,nm0624535,,,,,,,,,,,
6028,tt0059250,nm0836328,,,,,,,,,,,,,
6029,tt0059255,nm0625383,,,,,,,,,,,,,
6030,tt0059260,nm0504513,,,,,,,,,,,,,
6031,tt0059263,nm0542649,,,,,,,,,,,,,
6032,tt0059269,nm0533241,,,,,,,,,,,,,
6033,tt0059274,nm0001486,,,,,,,,,,,,,
6034,tt0059287,nm0038906,,,,,,,,,,,,,
6035,tt0059290,nm0682287,nm0342120,,,,,,,,,,,,
6036,tt0059292,nm0398816,,,,,,,,,,,,,
6037,tt0059297,nm0145336,,,,,,,,,,,,,
6038,tt0059298,nm0208111,,,,,,,,,,,,,
6039,tt0059303,nm0793983,,,,,,,,,,,,,
6040,tt0059309,nm0695937,,,,,,,,,,,,,
6041,tt0059311,nm0828562,,,,,,,,,,,,,
6042,tt0059314,nm0612322,,,,,,,,,,,,,
6043,tt0059319,nm0002089,,,,,,,,,,,,,
6044,tt0059320,nm0840671,,,,,,,,,,,,,
6045,tt0059324,nm0013972,,,,,,,,,,,,,
6046,tt0059329,nm0529733,,,,,,,,,,,,,
6047,tt0059346,nm0393094,,,,,,,,,,,,,
6048,tt0059348,nm0006249,,,,,,,,,,,,,
6049,tt0059358,nm0285302,,,,,,,,,,,,,
6050,tt0059362,nm0504513,,,,,,,,,,,,,
6051,tt0059390,nm0002153,,,,,,,,,,,,,
6052,tt0059399,nm0112218,,,,,,,,,,,,,
6053,tt0059410,nm0724798,,,,,,,,,,,,,
6054,tt0059415,nm0001232,,,,,,,,,,,,,
6055,tt0059417,nm0006249,,,,,,,,,,,,,
6056,tt0059418,nm0001603,,,,,,,,,,,,,
6057,tt0059425,nm0210130,,,,,,,,,,,,,
6058,tt0059428,nm0274659,,,,,,,,,,,,,
6059,tt0059437,nm0598723,,,,,,,,,,,,,
6060,tt0059440,nm0596261,,,,,,,,,,,,,
6061,tt0059444,nm0173728,,,,,,,,,,,,,
6062,tt0059447,nm0671957,,,,,,,,,,,,,
6063,tt0059448,nm0229424,,,,,,,,,,,,,
6064,tt0059453,nm0542720,,,,,,,,,,,,,
6065,tt0059459,nm0742940,,,,,,,,,,,,,
6066,tt0059464,nm0504496,nm0714215,,,,,,,,,,,,
6067,tt0059465,nm0356396,,,,,,,,,,,,,
6068,tt0059470,nm0926919,,,,,,,,,,,,,
6069,tt0059477,nm0000540,,,,,,,,,,,,,
6070,tt0059487,nm0002016,,,,,,,,,,,,,
6071,tt0059488,nm0003408,,,,,,,,,,,,,
6072,tt0059491,nm0335133,,,,,,,,,,,,,
6073,tt0059496,nm0392519,,,,,,,,,,,,,
6074,tt0059499,nm0491626,,,,,,,,,,,,,
6075,tt0059503,nm0833708,,,,,,,,,,,,,
6076,tt0059518,nm0000069,,,,,,,,,,,,,
6077,tt0059527,nm0434443,nm0460033,,,,,,,,,,,,
6078,tt0059529,nm0739677,,,,,,,,,,,,,
6079,tt0059535,nm0208370,nm0274659,nm0757790,,,,,,,,,,,
6080,tt0059538,nm0901138,,,,,,,,,,,,,
6081,tt0059539,nm0001135,,,,,,,,,,,,,
6082,tt0059540,nm0625680,,,,,,,,,,,,,
6083,tt0059549,nm0027183,,,,,,,,,,,,,
6084,tt0059550,nm0301145,,,,,,,,,,,,,
6085,tt0059555,nm0121169,,,,,,,,,,,,,
6086,tt0059557,nm0542702,,,,,,,,,,,,,
6087,tt0059562,nm0220227,,,,,,,,,,,,,
6088,tt0059563,nm0601077,,,,,,,,,,,,,
6089,tt0059565,nm0689554,nm0001031,nm0234749,nm0000419,nm0006445,nm0745541,,,,,,,,
6090,tt0059573,nm0337885,,,,,,,,,,,,,
6091,tt0059575,nm0001486,,,,,,,,,,,,,
6092,tt0059578,nm0001466,,,,,,,,,,,,,
6093,tt0059581,nm0423180,nm0579954,nm0774880,nm0625866,nm0161615,,,,,,,,,
6094,tt0059585,nm0464846,,,,,,,,,,,,,
6095,tt0059589,nm0054219,,,,,,,,,,,,,
6096,tt0059592,nm0000419,,,,,,,,,,,,,
6097,tt0059601,nm0856319,,,,,,,,,,,,,
6098,tt0059616,nm0000975,,,,,,,,,,,,,
6099,tt0059619,nm0069166,,,,,,,,,,,,,
6100,tt0059633,nm0347086,,,,,,,,,,,,,
6101,tt0059635,nm0789033,,,,,,,,,,,,,
6102,tt0059637,nm0824306,,,,,,,,,,,,,
6103,tt0059641,nm0001328,,,,,,,,,,,,,
6104,tt0059643,nm0367860,,,,,,,,,,,,,
6105,tt0059646,nm0000591,,,,,,,,,,,,,
6106,tt0059649,nm0496746,,,,,,,,,,,,,
6107,tt0059653,nm0375494,,,,,,,,,,,,,
6108,tt0059655,nm0407946,,,,,,,,,,,,,
6109,tt0059668,nm0804592,,,,,,,,,,,,,
6110,tt0059670,nm0465461,,,,,,,,,,,,,
6111,tt0059673,nm0645477,,,,,,,,,,,,,
6112,tt0059674,nm0591486,,,,,,,,,,,,,
6113,tt0059678,nm0836328,,,,,,,,,,,,,
6114,tt0059692,nm0242131,,,,,,,,,,,,,
6115,tt0059693,nm0492974,,,,,,,,,,,,,
6116,tt0059704,nm0851537,,,,,,,,,,,,,
6117,tt0059709,nm0412465,,,,,,,,,,,,,
6118,tt0059710,nm0206560,,,,,,,,,,,,,
6119,tt0059711,nm0572132,,,,,,,,,,,,,
6120,tt0059712,nm0006452,,,,,,,,,,,,,
6121,tt0059715,nm0840671,,,,,,,,,,,,,
6122,tt0059726,nm0706347,,,,,,,,,,,,,
6123,tt0059729,nm0001628,,,,,,,,,,,,,
6124,tt0059740,nm0368871,,,,,,,,,,,,,
6125,tt0059742,nm0936404,,,,,,,,,,,,,
6126,tt0059749,nm0728688,,,,,,,,,,,,,
6127,tt0059758,nm0948950,,,,,,,,,,,,,
6128,tt0059762,nm0449084,,,,,,,,,,,,,
6129,tt0059764,nm0384342,,,,,,,,,,,,,
6130,tt0059773,nm0235066,,,,,,,,,,,,,
6131,tt0059776,nm0417352,,,,,,,,,,,,,
6132,tt0059786,nm0662068,,,,,,,,,,,,,
6133,tt0059792,nm0000878,,,,,,,,,,,,,
6134,tt0059793,nm0829038,,,,,,,,,,,,,
6135,tt0059796,nm0865709,,,,,,,,,,,,,
6136,tt0059797,nm0002175,,,,,,,,,,,,,
6137,tt0059798,nm0168641,,,,,,,,,,,,,
6138,tt0059800,nm0950109,,,,,,,,,,,,,
6139,tt0059803,nm0728149,,,,,,,,,,,,,
6140,tt0059816,nm0411030,,,,,,,,,,,,,
6141,tt0059817,nm0406728,,,,,,,,,,,,,
6142,tt0059821,nm0000339,,,,,,,,,,,,,
6143,tt0059825,nm0001239,nm0671957,,,,,,,,,,,,
6144,tt0059829,nm0678249,,,,,,,,,,,,,
6145,tt0059831,nm0003606,,,,,,,,,,,,,
6146,tt0059837,nm0002016,,,,,,,,,,,,,
6147,tt0059855,nm0481812,,,,,,,,,,,,,
6148,tt0059856,nm0899581,,,,,,,,,,,,,
6149,tt0059859,nm0002815,,,,,,,,,,,,,
6150,tt0059868,nm0330456,,,,,,,,,,,,,
6151,tt0059874,nm0422252,,,,,,,,,,,,,
6152,tt0059878,nm0330026,,,,,,,,,,,,,
6153,tt0059884,nm0094083,,,,,,,,,,,,,
6154,tt0059885,nm0733476,,,,,,,,,,,,,
6155,tt0059887,nm0364252,nm0460246,,,,,,,,,,,,
6156,tt0059895,nm0869664,,,,,,,,,,,,,
6157,tt0059896,nm0769874,,,,,,,,,,,,,
6158,tt0059903,nm0232795,,,,,,,,,,,,,
6159,tt0059905,nm0346436,,,,,,,,,,,,,
6160,tt0059914,nm0546672,,,,,,,,,,,,,
6161,tt0059915,nm0718243,,,,,,,,,,,,,
6162,tt0059924,nm0000972,,,,,,,,,,,,,
6163,tt0059927,nm0002190,,,,,,,,,,,,,
6164,tt0059930,nm0002153,nm0000406,,,,,,,,,,,,
6165,tt0059933,nm0490871,,,,,,,,,,,,,
6166,tt0059934,nm0959916,,,,,,,,,,,,,
6167,tt0059935,nm0824216,,,,,,,,,,,,,
6168,tt0059942,nm0593014,,,,,,,,,,,,,
6169,tt0059944,nm0868974,,,,,,,,,,,,,
6170,tt0059956,nm0001501,,,,,,,,,,,,,
6171,tt0059958,nm0679974,,,,,,,,,,,,,
6172,tt0060048,nm0936823,,,,,,,,,,,,,
6173,tt0060050,nm0000406,,,,,,,,,,,,,
6174,tt0060051,nm0546672,,,,,,,,,,,,,
6175,tt0060063,nm0460176,,,,,,,,,,,,,
6176,tt0060070,nm0275269,,,,,,,,,,,,,
6177,tt0060073,nm0415059,nm3626527,,,,,,,,,,,,
6178,tt0060074,nm0652631,,,,,,,,,,,,,
6179,tt0060082,nm0475542,,,,,,,,,,,,,
6180,tt0060083,nm0125909,,,,,,,,,,,,,
6181,tt0060084,nm0144758,nm0459567,,,,,,,,,,,,
6182,tt0060086,nm0318150,,,,,,,,,,,,,
6183,tt0060092,nm0504496,,,,,,,,,,,,,
6184,tt0060095,nm0229424,,,,,,,,,,,,,
6185,tt0060097,nm0128764,,,,,,,,,,,,,
6186,tt0060099,nm0321143,,,,,,,,,,,,,
6187,tt0060107,nm0001789,,,,,,,,,,,,,
6188,tt0060112,nm0589228,,,,,,,,,,,,,
6189,tt0060120,nm0002089,,,,,,,,,,,,,
6190,tt0060121,nm0002045,,,,,,,,,,,,,
6191,tt0060124,nm0526971,,,,,,,,,,,,,
6192,tt0060125,nm0598102,,,,,,,,,,,,,
6193,tt0060126,nm0554249,,,,,,,,,,,,,
6194,tt0060135,nm0232902,,,,,,,,,,,,,
6195,tt0060138,nm0000975,,,,,,,,,,,,,
6196,tt0060140,nm0220227,,,,,,,,,,,,,
6197,tt0060143,nm0049728,,,,,,,,,,,,,
6198,tt0060148,nm0789033,,,,,,,,,,,,,
6199,tt0060150,nm0804592,,,,,,,,,,,,,
6200,tt0060153,nm0554169,,,,,,,,,,,,,
6201,tt0060161,nm0752922,,,,,,,,,,,,,
6202,tt0060163,nm0151653,,,,,,,,,,,,,
6203,tt0060164,nm0001379,,,,,,,,,,,,,
6204,tt0060165,nm0177034,,,,,,,,,,,,,
6205,tt0060168,nm0064415,,,,,,,,,,,,,
6206,tt0060176,nm0000774,,,,,,,,,,,,,
6207,tt0060177,nm0347086,,,,,,,,,,,,,
6208,tt0060182,nm0569710,nm0384342,,,,,,,,,,,,
6209,tt0060186,nm0550892,,,,,,,,,,,,,
6210,tt0060188,nm0789033,,,,,,,,,,,,,
6211,tt0060196,nm0001466,,,,,,,,,,,,,
6212,tt0060200,nm0001120,,,,,,,,,,,,,
6213,tt0060214,nm0858873,,,,,,,,,,,,,
6214,tt0060218,nm0789520,,,,,,,,,,,,,
6215,tt0060223,nm0767022,,,,,,,,,,,,,
6216,tt0060232,nm0671957,,,,,,,,,,,,,
6217,tt0060249,nm0526971,,,,,,,,,,,,,
6218,tt0060261,nm0179281,,,,,,,,,,,,,
6219,tt0060268,nm0000591,,,,,,,,,,,,,
6220,tt0060271,nm0671862,,,,,,,,,,,,,
6221,tt0060277,nm0645477,,,,,,,,,,,,,
6222,tt0060278,nm0281865,,,,,,,,,,,,,
6223,tt0060287,nm0320637,,,,,,,,,,,,,
6224,tt0060288,nm0859387,,,,,,,,,,,,,
6225,tt0060291,nm0328811,,,,,,,,,,,,,
6226,tt0060295,nm0529733,,,,,,,,,,,,,
6227,tt0060298,nm0696963,,,,,,,,,,,,,
6228,tt0060304,nm0000419,,,,,,,,,,,,,
6229,tt0060305,nm0578483,,,,,,,,,,,,,
6230,tt0060307,nm0291201,,,,,,,,,,,,,
6231,tt0060315,nm0179281,,,,,,,,,,,,,
6232,tt0060325,nm0889399,,,,,,,,,,,,,
6233,tt0060330,nm0858873,,,,,,,,,,,,,
6234,tt0060355,nm0625680,,,,,,,,,,,,,
6235,tt0060358,nm0367431,,,,,,,,,,,,,
6236,tt0060362,nm0432846,,,,,,,,,,,,,
6237,tt0060371,nm0113164,,,,,,,,,,,,,
6238,tt0060390,nm0000076,,,,,,,,,,,,,
6239,tt0060395,nm0099589,nm0099592,,,,,,,,,,,,
6240,tt0060397,nm0281507,,,,,,,,,,,,,
6241,tt0060401,nm0442819,,,,,,,,,,,,,
6242,tt0060405,nm0006615,nm0598102,nm0682881,nm0757790,,,,,,,,,,
6243,tt0060408,nm0641400,,,,,,,,,,,,,
6244,tt0060414,nm0449984,,,,,,,,,,,,,
6245,tt0060416,nm0515491,,,,,,,,,,,,,
6246,tt0060420,nm0865709,,,,,,,,,,,,,
6247,tt0060424,nm0000697,,,,,,,,,,,,,
6248,tt0060429,nm0208111,,,,,,,,,,,,,
6249,tt0060434,nm0496447,,,,,,,,,,,,,
6250,tt0060437,nm0357891,,,,,,,,,,,,,
6251,tt0060438,nm0504513,,,,,,,,,,,,,
6252,tt0060440,nm0393094,,,,,,,,,,,,,
6253,tt0060445,nm0623768,,,,,,,,,,,,,
6254,tt0060446,nm0849060,,,,,,,,,,,,,
6255,tt0060450,nm0320833,,,,,,,,,,,,,
6256,tt0060453,nm0621469,,,,,,,,,,,,,
6257,tt0060456,nm0757790,,,,,,,,,,,,,
6258,tt0060463,nm0850895,,,,,,,,,,,,,
6259,tt0060464,nm0297974,,,,,,,,,,,,,
6260,tt0060472,nm0001239,,,,,,,,,,,,,
6261,tt0060474,nm0653620,,,,,,,,,,,,,
6262,tt0060476,nm0319148,nm0490950,,,,,,,,,,,,
6263,tt0060479,nm0001486,,,,,,,,,,,,,
6264,tt0060481,nm0720297,,,,,,,,,,,,,
6265,tt0060482,nm0630197,,,,,,,,,,,,,
6266,tt0060484,nm0590055,,,,,,,,,,,,,
6267,tt0060486,nm0651915,,,,,,,,,,,,,
6268,tt0060490,nm0806915,,,,,,,,,,,,,
6269,tt0060491,nm0001351,,,,,,,,,,,,,
6270,tt0060522,nm0943758,,,,,,,,,,,,,
6271,tt0060529,nm0873296,,,,,,,,,,,,,
6272,tt0060538,nm0173728,,,,,,,,,,,,,
6273,tt0060543,nm0664852,,,,,,,,,,,,,
6274,tt0060545,nm0682881,,,,,,,,,,,,,
6275,tt0060548,nm0279807,,,,,,,,,,,,,
6276,tt0060549,nm0464846,,,,,,,,,,,,,
6277,tt0060558,nm0064415,,,,,,,,,,,,,
6278,tt0060564,nm0819806,,,,,,,,,,,,,
6279,tt0060574,nm0772522,,,,,,,,,,,,,
6280,tt0060580,nm0766207,,,,,,,,,,,,,
6281,tt0060581,nm0806915,,,,,,,,,,,,,
6282,tt0060584,nm0301145,,,,,,,,,,,,,
6283,tt0060586,nm0840671,,,,,,,,,,,,,
6284,tt0060588,nm0213136,nm0253719,,,,,,,,,,,,
6285,tt0060590,nm0163034,,,,,,,,,,,,,
6286,tt0060597,nm0434189,,,,,,,,,,,,,
6287,tt0060608,nm0502391,,,,,,,,,,,,,
6288,tt0060613,nm0632852,,,,,,,,,,,,,
6289,tt0060623,nm0061220,,,,,,,,,,,,,
6290,tt0060626,nm0145336,,,,,,,,,,,,,
6291,tt0060635,nm0002254,,,,,,,,,,,,,
6292,tt0060636,nm0043480,,,,,,,,,,,,,
6293,tt0060640,nm0666777,,,,,,,,,,,,,
6294,tt0060646,nm0755963,,,,,,,,,,,,,
6295,tt0060647,nm0000419,,,,,,,,,,,,,
6296,tt0060648,nm0724798,,,,,,,,,,,,,
6297,tt0060660,nm0671984,,,,,,,,,,,,,
6298,tt0060661,nm0360253,nm0053484,,,,,,,,,,,,
6299,tt0060662,nm0623768,nm0654109,,,,,,,,,,,,
6300,tt0060665,nm0003593,,,,,,,,,,,,,
6301,tt0060666,nm0912849,,,,,,,,,,,,,
6302,tt0060668,nm0111656,,,,,,,,,,,,,
6303,tt0060697,nm0136585,,,,,,,,,,,,,
6304,tt0060704,nm0210130,nm0340894,,,,,,,,,,,,
6305,tt0060708,nm0521334,,,,,,,,,,,,,
6306,tt0060712,nm0000540,,,,,,,,,,,,,
6307,tt0060714,nm0718554,,,,,,,,,,,,,
6308,tt0060722,nm0349425,,,,,,,,,,,,,
6309,tt0060726,nm0068691,,,,,,,,,,,,,
6310,tt0060736,nm0664273,,,,,,,,,,,,,
6311,tt0060737,nm0070670,,,,,,,,,,,,,
6312,tt0060740,nm0955195,,,,,,,,,,,,,
6313,tt0060742,nm0006249,,,,,,,,,,,,,
6314,tt0060747,nm0449084,,,,,,,,,,,,,
6315,tt0060748,nm0368871,,,,,,,,,,,,,
6316,tt0060749,nm0718243,,,,,,,,,,,,,
6317,tt0060753,nm0290118,,,,,,,,,,,,,
6318,tt0060758,nm0783733,,,,,,,,,,,,,
6319,tt0060760,nm0659085,,,,,,,,,,,,,
6320,tt0060770,nm0774880,,,,,,,,,,,,,
6321,tt0060782,nm0149548,,,,,,,,,,,,,
6322,tt0060783,nm0765121,,,,,,,,,,,,,
6323,tt0060787,nm0948950,,,,,,,,,,,,,
6324,tt0060789,nm0546672,,,,,,,,,,,,,
6325,tt0060790,nm0340894,,,,,,,,,,,,,
6326,tt0060794,nm0000878,,,,,,,,,,,,,
6327,tt0060801,nm0745866,,,,,,,,,,,,,
6328,tt0060802,nm0579954,,,,,,,,,,,,,
6329,tt0060814,nm0167496,,,,,,,,,,,,,
6330,tt0060818,nm0002137,,,,,,,,,,,,,
6331,tt0060827,nm0000005,,,,,,,,,,,,,
6332,tt0060831,nm0330026,,,,,,,,,,,,,
6333,tt0060841,nm0319241,,,,,,,,,,,,,
6334,tt0060842,nm0723629,,,,,,,,,,,,,
6335,tt0060847,nm0906667,,,,,,,,,,,,,
6336,tt0060848,nm0950109,,,,,,,,,,,,,
6337,tt0060853,nm0554632,,,,,,,,,,,,,
6338,tt0060862,nm0112218,,,,,,,,,,,,,
6339,tt0060865,nm0610303,nm0414672,,,,,,,,,,,,
6340,tt0060866,nm0005711,,,,,,,,,,,,,
6341,tt0060872,nm0262402,,,,,,,,,,,,,
6342,tt0060877,nm0364252,,,,,,,,,,,,,
6343,tt0060879,nm0459017,,,,,,,,,,,,,
6344,tt0060880,nm0027183,,,,,,,,,,,,,
6345,tt0060884,nm0572132,,,,,,,,,,,,,
6346,tt0060891,nm0729626,,,,,,,,,,,,,
6347,tt0060893,nm0319241,,,,,,,,,,,,,
6348,tt0060897,nm0447944,,,,,,,,,,,,,
6349,tt0060899,nm0568535,,,,,,,,,,,,,
6350,tt0060901,nm0000878,nm0739794,,,,,,,,,,,,
6351,tt0060903,nm0856319,,,,,,,,,,,,,
6352,tt0060908,nm0003606,,,,,,,,,,,,,
6353,tt0060921,nm0422484,,,,,,,,,,,,,
6354,tt0060934,nm0936404,,,,,,,,,,,,,
6355,tt0060937,nm0210130,,,,,,,,,,,,,
6356,tt0060955,nm0001239,,,,,,,,,,,,,
6357,tt0060956,nm0275034,,,,,,,,,,,,,
6358,tt0060959,nm0161615,,,,,,,,,,,,,
6359,tt0060975,nm0003408,,,,,,,,,,,,,
6360,tt0060978,nm0136585,,,,,,,,,,,,,
6361,tt0060980,nm0439597,,,,,,,,,,,,,
6362,tt0060983,nm0467396,,,,,,,,,,,,,
6363,tt0061011,nm0502391,,,,,,,,,,,,,
6364,tt0061014,nm0000878,,,,,,,,,,,,,
6365,tt0061015,nm0851537,,,,,,,,,,,,,
6366,tt0061020,nm0765121,,,,,,,,,,,,,
6367,tt0061022,nm0677951,,,,,,,,,,,,,
6368,tt0061024,nm0235066,,,,,,,,,,,,,
6369,tt0061028,nm0622147,,,,,,,,,,,,,
6370,tt0061029,nm0513792,,,,,,,,,,,,,
6371,tt0061036,nm0198765,,,,,,,,,,,,,
6372,tt0061037,nm0006615,nm0899581,nm0744185,nm0001596,nm0001120,,,,,,,,,
6373,tt0061038,nm0217035,,,,,,,,,,,,,
6374,tt0061042,nm0137830,,,,,,,,,,,,,
6375,tt0061052,nm0796645,,,,,,,,,,,,,
6376,tt0061057,nm0532385,,,,,,,,,,,,,
6377,tt0061059,nm0906709,,,,,,,,,,,,,
6378,tt0061065,nm0856267,,,,,,,,,,,,,
6379,tt0061067,nm0206560,,,,,,,,,,,,,
6380,tt0061070,nm0424406,,,,,,,,,,,,,
6381,tt0061074,nm0002086,,,,,,,,,,,,,
6382,tt0061075,nm0689659,,,,,,,,,,,,,
6383,tt0061076,nm0065449,,,,,,,,,,,,,
6384,tt0061080,nm0330456,,,,,,,,,,,,,
6385,tt0061081,nm0782947,,,,,,,,,,,,,
6386,tt0061085,nm0654109,,,,,,,,,,,,,
6387,tt0061087,nm0003836,,,,,,,,,,,,,
6388,tt0061089,nm0001628,,,,,,,,,,,,,
6389,tt0061093,nm0001471,,,,,,,,,,,,,
6390,tt0061094,nm0485298,,,,,,,,,,,,,
6391,tt0061098,nm0575546,,,,,,,,,,,,,
6392,tt0061101,nm0840671,,,,,,,,,,,,,
6393,tt0061107,nm0000033,,,,,,,,,,,,,
6394,tt0061113,nm0730237,,,,,,,,,,,,,
6395,tt0061122,nm0526946,,,,,,,,,,,,,
6396,tt0061132,nm0001596,,,,,,,,,,,,,
6397,tt0061135,nm0865709,,,,,,,,,,,,,
6398,tt0061136,nm0762805,,,,,,,,,,,,,
6399,tt0061138,nm0500988,,,,,,,,,,,,,
6400,tt0061140,nm0842515,,,,,,,,,,,,,
6401,tt0061149,nm0912238,,,,,,,,,,,,,
6402,tt0061157,nm0515491,,,,,,,,,,,,,
6403,tt0061162,nm0094083,,,,,,,,,,,,,
6404,tt0061170,nm0910199,,,,,,,,,,,,,
6405,tt0061173,nm0235066,,,,,,,,,,,,,
6406,tt0061176,nm0001175,,,,,,,,,,,,,
6407,tt0061177,nm0849474,nm0000095,,,,,,,,,,,,
6408,tt0061180,nm0285302,,,,,,,,,,,,,
6409,tt0061181,nm0000755,,,,,,,,,,,,,
6410,tt0061184,nm0001566,,,,,,,,,,,,,
6411,tt0061189,nm0000339,,,,,,,,,,,,,
6412,tt0061191,nm0912876,,,,,,,,,,,,,
6413,tt0061196,nm0791899,,,,,,,,,,,,,
6414,tt0061198,nm0901138,,,,,,,,,,,,,
6415,tt0061203,nm0682287,,,,,,,,,,,,,
6416,tt0061204,nm0285302,,,,,,,,,,,,,
6417,tt0061208,nm0870311,,,,,,,,,,,,,
6418,tt0061209,nm0000338,,,,,,,,,,,,,
6419,tt0061313,nm0346297,,,,,,,,,,,,,
6420,tt0061320,nm0677880,,,,,,,,,,,,,
6421,tt0061328,nm0521334,,,,,,,,,,,,,
6422,tt0061329,nm0531057,,,,,,,,,,,,,
6423,tt0061334,nm0554249,,,,,,,,,,,,,
6424,tt0061343,nm0002216,,,,,,,,,,,,,
6425,tt0061369,nm0329679,,,,,,,,,,,,,
6426,tt0061376,nm0257992,,,,,,,,,,,,,
6427,tt0061383,nm0935636,,,,,,,,,,,,,
6428,tt0061385,nm0757256,,,,,,,,,,,,,
6429,tt0061389,nm0664273,,,,,,,,,,,,,
6430,tt0061391,nm0002045,,,,,,,,,,,,,
6431,tt0061395,nm0000320,,,,,,,,,,,,,
6432,tt0061398,nm0640226,,,,,,,,,,,,,
6433,tt0061401,nm0001471,,,,,,,,,,,,,
6434,tt0061404,nm0700659,,,,,,,,,,,,,
6435,tt0061405,nm0001692,,,,,,,,,,,,,
6436,tt0061407,nm0001874,,,,,,,,,,,,,
6437,tt0061410,nm0004654,,,,,,,,,,,,,
6438,tt0061411,nm0786607,,,,,,,,,,,,,
6439,tt0061414,nm0663577,,,,,,,,,,,,,
6440,tt0061418,nm0671957,,,,,,,,,,,,,
6441,tt0061420,nm0490871,,,,,,,,,,,,,
6442,tt0061429,nm0198765,,,,,,,,,,,,,
6443,tt0061431,nm0145336,,,,,,,,,,,,,
6444,tt0061433,nm0742940,,,,,,,,,,,,,
6445,tt0061434,nm0124877,,,,,,,,,,,,,
6446,tt0061439,nm0517597,,,,,,,,,,,,,
6447,tt0061447,nm0850895,,,,,,,,,,,,,
6448,tt0061450,nm0858873,,,,,,,,,,,,,
6449,tt0061452,nm0848234,nm0400731,nm0001379,nm0569825,nm0663577,,,,,,,,,
6450,tt0061456,nm0794793,,,,,,,,,,,,,
6451,tt0061458,nm0884547,,,,,,,,,,,,,
6452,tt0061465,nm0607407,nm0912238,,,,,,,,,,,,
6453,tt0061473,nm0000419,,,,,,,,,,,,,
6454,tt0061489,nm0618834,,,,,,,,,,,,,
6455,tt0061495,nm0006445,,,,,,,,,,,,,
6456,tt0061500,nm0340894,,,,,,,,,,,,,
6457,tt0061502,nm0322706,,,,,,,,,,,,,
6458,tt0061504,nm0000540,,,,,,,,,,,,,
6459,tt0061512,nm0742341,,,,,,,,,,,,,
6460,tt0061514,nm0625383,,,,,,,,,,,,,
6461,tt0061520,nm0366708,,,,,,,,,,,,,
6462,tt0061523,nm0000122,,,,,,,,,,,,,
6463,tt0061525,nm0425593,,,,,,,,,,,,,
6464,tt0061536,nm0417352,,,,,,,,,,,,,
6465,tt0061537,nm0417352,,,,,,,,,,,,,
6466,tt0061549,nm0453580,,,,,,,,,,,,,
6467,tt0061553,nm0128050,,,,,,,,,,,,,
6468,tt0061556,nm0001486,,,,,,,,,,,,,
6469,tt0061557,nm0005711,,,,,,,,,,,,,
6470,tt0061565,nm0356396,,,,,,,,,,,,,
6471,tt0061576,nm0171562,,,,,,,,,,,,,
6472,tt0061578,nm0000736,,,,,,,,,,,,,
6473,tt0061580,nm0840779,,,,,,,,,,,,,
6474,tt0061581,nm0005570,,,,,,,,,,,,,
6475,tt0061582,nm0210130,,,,,,,,,,,,,
6476,tt0061584,nm0281507,,,,,,,,,,,,,
6477,tt0061586,nm0952737,,,,,,,,,,,,,
6478,tt0061587,nm0179281,,,,,,,,,,,,,
6479,tt0061589,nm0672060,,,,,,,,,,,,,
6480,tt0061590,nm0533241,,,,,,,,,,,,,
6481,tt0061592,nm0794793,nm0393988,nm0496447,,,,,,,,,,,
6482,tt0061594,nm0769874,,,,,,,,,,,,,
6483,tt0061595,nm0851537,,,,,,,,,,,,,
6484,tt0061597,nm0151653,,,,,,,,,,,,,
6485,tt0061598,nm0800547,nm0002189,,,,,,,,,,,,
6486,tt0061599,nm0769334,,,,,,,,,,,,,
6487,tt0061605,nm0804592,,,,,,,,,,,,,
6488,tt0061610,nm0723664,,,,,,,,,,,,,
6489,tt0061612,nm0469650,,,,,,,,,,,,,
6490,tt0061613,nm0001596,,,,,,,,,,,,,
6491,tt0061617,nm0550892,,,,,,,,,,,,,
6492,tt0061619,nm0001328,,,,,,,,,,,,,
6493,tt0061620,nm0927090,,,,,,,,,,,,,
6494,tt0061626,nm0005348,,,,,,,,,,,,,
6495,tt0061633,nm0273178,,,,,,,,,,,,,
6496,tt0061634,nm0496746,,,,,,,,,,,,,
6497,tt0061636,nm0813177,,,,,,,,,,,,,
6498,tt0061643,nm0423524,,,,,,,,,,,,,
6499,tt0061646,nm0040789,,,,,,,,,,,,,
6500,tt0061647,nm0950109,,,,,,,,,,,,,
6501,tt0061648,nm0772259,,,,,,,,,,,,,
6502,tt0061653,nm0554169,,,,,,,,,,,,,
6503,tt0061655,nm0000591,,,,,,,,,,,,,
6504,tt0061656,nm0826642,,,,,,,,,,,,,
